track_name,track_number,track_popularity,explicit,artist_popularity,artist_followers,album_total_tracks,album_type,track_duration_min
Cold (feat. Future),15,74,1,85,45764832,22,0,3.9
Don't Wanna Know (feat. Kendrick Lamar),14,70,0,85,45771951,22,0,3.57
Dry Your Tears,3,38,0,38,7287,5,2,3.11
Ghost Of You,13,70,0,76,10246594,16,0,3.29
Girls Like You (feat. Cardi B) - Cardi B Version,16,65,1,85,45771951,16,0,3.92
Youngblood,1,80,0,75,10246277,16,0,3.39
Paradise,1,21,0,40,8405,1,2,3.36
sex money feelings die,6,65,1,67,1948451,10,0,2.33
In My Mind,1,77,0,62,315473,1,2,3.07
Into Your Arms (feat. Ava Max),1,71,1,55,608869,3,2,3.1
Clandestino,1,70,0,85,39777995,1,2,3.86
girls,1,69,0,73,8768495,1,2,3.3
Dance Macabre,6,64,0,73,3771062,10,0,3.66
Ghost Town,6,79,1,89,31038851,7,0,4.52
"Quiet, The Winter Harbor",1,53,0,71,1826080,4,2,4.25
"The Punisher Main Theme (From The Punisher Netflix Series"")""",4,0,0,35,24505,12,0,2.24
Tu Me Manques,6,19,1,43,124262,14,0,1.0
Habitual Love,8,40,1,43,124259,14,0,3.31
"Misty Mountains (From The Hobbit: An Unexpected Journey"")""",12,0,0,35,24497,12,0,3.2
All Mine,3,68,1,89,31059657,7,0,2.42
chanel,1,41,1,39,5708,1,2,3.73
I Like Me Better,1,2,0,73,6816695,17,0,3.29
MALAMENTE - Cap.1: Augurio,1,48,0,77,8585717,1,2,2.49
Lost In Japan,6,70,0,81,45700057,14,0,3.35
Mi Gente,2,76,0,86,39108338,14,0,3.08
Praise The Lord (Da Shine) (feat. Skepta),5,79,1,82,17326256,15,0,3.41
Rise,1,59,0,72,3877645,1,2,3.24
Fukk Sleep (feat. FKA twigs),4,66,1,82,17333176,15,0,3.21
Youth feat. Khalid,11,0,0,81,45706269,14,0,3.18
In My Blood,1,0,0,81,45700057,14,0,3.52
iSpy (feat. Lil Yachty),15,62,1,58,1119776,15,0,4.2
Jackie Chan,1,67,1,80,7979622,1,2,3.59
Life Goes On,13,74,1,84,21656185,17,0,4.11
Yes Indeed,5,75,1,84,21644763,17,0,2.37
Us,5,70,0,67,4106519,14,0,3.02
Back To You,1,65,0,81,53267200,20,1,3.5
Champion (feat. Travis Scott),5,63,1,69,3563926,12,0,3.25
Solo (feat. Demi Lovato),1,68,0,74,5973844,1,2,3.71
Taste (feat. Offset),1,68,1,78,7315854,1,2,3.88
4 Gold Chains - (feat. Clams Casino),1,48,1,82,15695162,1,2,3.48
Attention,2,87,0,79,25301942,13,0,3.47
Choppa Won't Miss (feat. Young Thug),17,62,1,86,15031490,19,0,3.63
Top (feat. Pi'erre Bourne),19,58,1,86,15031490,19,0,2.21
Done for Me (feat. Kehlani),5,70,0,80,25306511,13,0,3.0
Fell In Luv (feat. Bryson Tiller),10,74,1,86,15026799,19,0,3.43
FlatBed Freestyle,14,66,1,86,15031490,19,0,3.23
Foreign,11,68,1,86,15031490,19,0,2.38
Home (KOD),9,62,1,86,15026799,19,0,2.7
How Long,4,77,0,80,25310805,13,0,3.34
Lean 4 Real (feat. Skepta),3,65,1,86,15031490,19,0,2.95
Poke It Out (with Nicki Minaj),8,60,1,86,15031490,19,0,4.49
Pull Up,12,58,1,86,15021860,19,0,3.6
R.I.P.,2,71,1,86,15021860,19,0,3.2
R.I.P. Fredo (feat. Young Nudy) - Notice Me,18,63,1,86,15021860,19,0,2.68
Right Now (feat. Pi'erre Bourne),7,64,1,86,15031490,19,0,3.45
Shoota (feat. Lil Uzi Vert),6,76,1,86,15031490,19,0,2.56
Long Time - Intro,1,75,1,86,15026799,19,0,3.52
Love Hurts (feat. Travis Scott),5,65,1,86,15026799,19,0,3.0
Middle Of The Summer (feat. Red Coldhearted),16,62,1,86,15031490,19,0,2.28
Mileage (feat. Chief Keef),13,63,1,86,15021860,19,0,2.49
No Time (feat. Gunna),15,64,1,86,15037198,19,0,3.65
Old Money,4,61,1,86,15031490,19,0,2.25
Back To You - From 13 Reasons Why – Season 2 Soundtrack,1,70,0,81,53267200,1,2,3.46
On My Own,1,70,1,60,284847,1,2,2.86
Blue Hair,3,82,0,79,12544566,10,0,3.61
Pretty Boy,1,63,0,79,12552680,10,0,2.76
This Is America,1,66,1,78,14561716,1,2,3.76
Powerglide (feat. Juicy J) - From SR3MM,7,61,1,69,7767068,27,0,5.53
Outside Today,4,73,1,84,14950457,13,0,2.15
Over Now,7,66,1,86,47722935,18,0,4.11
Psycho,8,55,0,85,47716988,18,0,3.69
Psycho (feat. Ty Dolla $ign),8,74,1,86,47720209,18,0,3.69
Put It on Me,1,64,0,64,540669,6,2,3.37
rockstar (feat. 21 Savage),6,81,1,85,47716988,18,0,3.63
Sugar Wraith,18,61,1,86,47722935,18,0,3.8
Otherside,11,61,1,85,47716988,18,0,3.8
2002,10,78,0,75,12845551,18,0,3.11
92 Explorer,16,65,1,86,47720209,18,0,3.52
Better Now,9,80,1,86,47722935,18,0,3.85
Blame It On Me,13,59,0,86,47720209,18,0,4.36
I Hope You Dance,21,0,0,53,811009,23,1,4.9
River,2,75,0,61,963894,10,0,3.6
Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist,1,69,0,51,58333,1,2,2.33
lovely (with Khalid),1,87,0,90,118692183,1,2,3.33
Shades of Blue,1,31,0,40,149033,1,2,3.91
"Smile for You (From Sword Art Online -Ordinal Scale-"")""",24,0,0,50,38492,24,0,3.24
"A Tender Feeling (From Sword Art Online"")""",8,0,0,50,38492,24,0,2.02
Into The Badlands Theme,1,22,0,54,604003,26,0,0.64
Easy (Baby Driver Mix),25,25,0,54,640655,28,1,3.83
Te Boté - Remix,1,74,1,67,5576392,1,2,6.96
Main Titles,1,24,0,40,24204,22,0,1.18
You Make It Easy,4,76,0,74,7052478,15,0,3.22
Mine,14,71,1,66,5506705,16,0,2.18
Change Your Mind,1,46,0,32,29207,1,2,2.89
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",13,80,0,83,9472867,15,0,3.45
Bartier Cardi (feat. 21 Savage),10,61,1,81,25957976,13,0,3.73
Be Careful,5,69,1,81,25957976,13,0,3.51
Best Life (feat. Chance The Rapper),6,50,1,81,25953771,13,0,4.74
Bickenhead,3,51,1,81,25953771,13,0,3.02
Bodak Yellow,4,72,1,81,25956015,13,0,3.72
Money Bag,9,53,1,81,25953771,13,0,3.81
One Kiss (with Dua Lipa),1,79,0,84,23078931,1,2,3.58
Dead To Me,7,74,0,83,9469943,15,0,3.32
Drip (feat. Migos),2,55,1,81,25957976,13,0,4.37
Get Up 10,1,57,1,81,25960760,13,0,3.85
I Do (feat. SZA),13,62,1,81,25956015,13,0,3.33
I Like It,7,79,1,81,25956015,13,0,4.22
It's Called: Freefall,4,79,1,70,1371355,13,0,2.53
L.I.F.T,7,8,0,40,28312,13,0,5.47
Ring (feat. Kehlani),8,67,1,81,25956015,13,0,2.95
She Bad,11,55,1,81,25957976,13,0,3.84
Thru Your Phone,12,71,1,81,25957976,13,0,3.14
affection,3,1,0,61,324920,5,2,3.92
iloveyou,1,0,0,61,325311,5,2,2.77
I'm Only a Fool for You,1,57,1,59,106664,1,2,1.01
Hurt You,5,70,1,93,112918137,7,0,3.83
I Was Never There,4,82,0,93,112918137,7,0,4.01
What I Need (feat. Kehlani),3,49,0,54,1643656,13,0,3.65
New Freezer (feat. Kendrick Lamar),2,58,1,63,3479471,15,0,3.19
bitches broken hearts,1,74,1,90,118760311,1,2,2.94
Call Out My Name,1,85,0,93,112918137,7,0,3.8
Candy,8,79,1,86,34742256,13,0,3.18
Plug Walk,5,66,1,64,3479963,15,0,2.92
The Voice in My Heart,7,26,0,58,78550,47,0,2.33
Never Coming Back,3,27,0,58,78550,47,0,2.4
Now That This Old World Is Ending,1,49,0,49,34667,31,0,3.4
When the Morning Light Shines In,12,47,0,49,34675,31,0,3.13
I Can Love You Like That,18,36,0,59,1198145,25,1,3.89
Hold My Girl,8,70,0,68,4312223,11,0,3.52
Divinity - Original Sin 2 - Main Theme,1,46,0,56,55249,42,0,3.65
Freak Like Me,7,53,0,55,226784,18,0,2.94
Rivellon,4,0,0,56,55191,42,0,2.28
Shotgun,4,74,0,68,4312205,11,0,3.35
Amber Ale,18,0,0,56,55191,42,0,3.71
Flames,1,63,0,87,27143729,1,2,3.25
Freaky Friday (feat. Chris Brown),1,73,1,59,2046209,1,2,3.61
changes,15,73,0,83,51710210,18,0,2.03
Hope,16,81,1,83,51719064,18,0,1.84
SAD!,4,79,1,83,51719064,18,0,2.77
Strawberries & Cigarettes,1,74,0,72,9462835,1,2,3.35
Moonlight,3,82,1,83,51719064,18,0,2.25
Alone (Feat. Big Sean & Stefflon Don),1,47,0,80,22392682,1,2,3.45
teen romance,1,0,1,9,2827,1,2,2.58
April to Death,4,43,1,49,171981,11,0,3.87
You Are The Reason,4,79,0,73,6168229,14,0,3.4
Coffee Breath,1,0,0,43,71486,1,2,2.73
Dancing On My Own,7,80,0,73,6168229,14,0,4.33
Substance,18,68,1,61,548736,21,0,3.66
Trauerweide,4,36,0,25,7633,7,0,3.83
Take It All,1,43,0,42,61399,2,2,4.6
No Face,1,50,0,53,319831,8,0,1.94
Renegade,1,2,1,58,343014,1,2,3.7
i wanna be your girlfriend,1,74,1,73,8763286,1,2,3.41
Show Me How,1,3,0,69,2325598,1,2,3.58
Davy Jones Theme (Pirates of the Caribbean),3,0,0,37,11476,3,2,1.71
i can't breathe,4,51,0,62,3072874,14,0,3.56
What To Do,1,0,0,43,115851,3,2,5.01
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",1,63,0,63,3148347,1,2,3.35
Will He,1,73,1,81,10642618,16,0,3.36
Love Lies,1,73,1,82,16943442,1,2,3.36
Needs,1,1,0,52,265495,1,2,2.95
Little Dark Age,2,78,0,73,3571100,10,0,4.99
Look Alive (feat. Drake),1,57,1,53,1434846,1,2,3.02
"All The Stars (with SZA) - From Black Panther: The Album""""",2,89,1,89,44592005,14,0,3.86
X (with 2 Chainz & Saudi),3,59,1,72,5039779,14,0,4.45
Panic Room,1,67,0,60,597593,1,2,3.96
Pray For Me (with Kendrick Lamar),14,67,1,93,112918137,14,0,3.52
FRIENDS,1,17,1,80,34476607,1,2,3.37
"Theme (From Battlefield 1942"")""",15,0,0,50,85930,16,0,2.58
HeartLess,3,49,0,74,8493078,7,0,2.64
Home with You,5,58,0,74,8493078,7,0,3.17
Say Something (feat. Chris Stapleton),9,68,0,81,15820264,16,0,4.64
Catch Me Outside,1,62,1,68,6051989,13,0,2.42
August 10,4,0,0,69,2185005,10,0,4.42
Walk It Talk It,6,71,1,74,14641094,24,0,4.6
MotorSport,17,66,1,74,14636928,24,0,5.05
Cuatro Vientos - Rey&Kjavik Remix,1,0,0,55,274187,1,2,6.87
F.U.U.,11,0,1,25,72476,11,0,3.84
Evil Morty Theme (For The Damaged Coda),7,0,0,35,24497,12,0,2.54
Are You With Me,1,60,0,42,28498,1,2,4.16
The Middle,1,77,0,73,6111369,1,2,3.07
God's Plan,1,1,1,95,103094105,2,2,3.31
i Shyne,1,24,1,47,307529,1,2,2.55
Amulet of the Weeping Maze (Single from the Mandy Original Motion Picture Soundtrack),1,9,0,2,1272,1,2,7.21
Ghost Of Mine,3,37,0,46,409356,4,2,3.74
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",1,68,0,68,1409983,1,2,3.51
Zombie,1,3,0,62,891423,1,2,4.24
Dura,1,69,0,85,37813429,1,2,3.34
Consequences,6,57,0,78,35576126,11,0,2.97
Crash into Me,10,26,0,62,2118629,21,1,5.22
'Let's Just Sit',21,0,0,0,31,21,1,0.21
All These Years,2,51,0,78,35579266,11,0,2.73
Always See Your Face,14,0,0,44,271107,21,1,3.31
Black Wave - Seattle Sessions,16,15,0,61,644963,17,0,3.54
Blue Madonna,11,40,0,65,1373052,12,0,2.32
Little of Your Love,3,14,0,65,1436323,21,1,3.54
Never Be the Same,1,77,0,78,35579266,11,0,3.78
Never Be the Same - Radio Edit,11,44,0,78,35576126,11,0,3.78
God Save Our Young Blood (with Lana Del Rey),1,47,0,65,1373052,12,0,3.87
Hand In My Pocket,2,0,1,67,3178420,21,1,3.63
Havana (feat. Young Thug),4,79,0,78,35576126,11,0,3.62
In the Dark,9,48,0,78,35582423,11,0,3.66
Inside Out,5,44,0,78,35582423,11,0,3.04
Into It,10,47,0,78,35582423,11,0,2.92
"King's Dead (with Kendrick Lamar, Future & James Blake)",1,67,1,69,1632880,1,2,3.82
Real Friends,7,53,0,78,35582423,11,0,3.57
Russian Soul,3,28,0,51,236530,4,2,3.86
She Loves Control,3,54,0,78,35576126,11,0,2.95
Something's Gotta Give,8,54,0,78,35582423,11,0,3.93
"The Nutcracker Ballet, Op. 71: No. 13. Waltz of the Flowers - Excerpt",15,10,0,42,7573,21,1,2.16
This Eve of Parting,16,23,0,37,49720,21,1,2.54
Milton's Tower,11,38,0,34,4722,18,0,0.93
"All The Stars (with SZA) - From Black Panther: The Album""""",1,60,1,89,44592005,1,2,3.92
Sports,1,1,0,65,1856763,1,2,2.73
party favor,5,66,0,90,118692183,9,2,3.41
my boy,3,71,0,90,118692183,9,2,2.84
ocean eyes,7,82,0,90,118692183,9,2,3.33
COPYCAT,1,71,0,90,118760311,9,2,3.24
watch,4,79,0,90,118692183,9,2,2.95
&burn (with Vince Staples),9,59,0,90,118728633,9,2,2.98
All Mine,1,63,1,50,211275,1,2,3.91
bellyache,6,69,0,90,118692183,9,2,2.98
hostage,8,74,0,90,118760311,9,2,3.82
idontwannabeyouanymore,2,78,0,90,118692183,9,2,3.39
Modern Slavery,1,55,1,54,1200041,13,0,2.47
Finesse - Remix; feat. Cardi B,1,75,0,90,75492598,1,2,3.62
Never Be the Same,1,58,0,78,35576126,1,2,3.78
Lemon,1,59,1,59,935460,11,0,3.66
No Limit,7,67,1,74,6295376,20,0,4.08
River (feat. Ed Sheeran),5,71,1,88,104559284,19,0,3.68
Him & I (with Halsey),3,80,1,74,6294820,20,0,4.48
&burn (with Vince Staples),1,56,0,90,118728633,1,2,2.98
The Battle of Crait,16,0,0,71,1605820,20,0,6.79
The Weekend - Funk Wav Remix,1,69,0,87,33068979,1,2,2.86
Unlock it (Lock It) - feat. Kim Petras and Jay Park,8,63,0,82,6318755,10,0,3.88
Rewrite The Stars,8,71,0,79,20854863,24,1,3.63
Light It Up,3,60,0,74,9406293,15,0,2.95
Beggin',4,84,0,76,10637574,7,0,3.52
Lights Out,1,0,1,38,122377,1,2,3.73
One Day,1,69,0,88,9256589,1,2,3.37
Sky Walker (feat. Travis Scott),3,75,1,78,6129109,12,0,4.32
Personal,2,62,0,54,1683603,5,2,3.3
Him & I,1,0,1,74,6295376,1,2,4.48
Safari,1,61,0,49,176530,1,2,3.12
Let You Go,1,74,0,69,458855,1,2,2.86
Chosen,1,34,0,76,10638829,1,2,2.68
Lost,1,20,0,8,1117,1,2,3.05
No Sleep Leak,4,46,1,82,19255400,20,0,3.15
disco tits,2,57,1,72,3676957,14,0,3.72
Échame La Culpa,1,59,0,73,10981924,1,2,2.89
The Punisher Main Title,1,45,0,51,88455,21,0,1.26
bitches,7,44,1,72,3677060,14,0,2.28
Boulevard of Broken Dreams,14,72,1,80,17333748,22,1,4.37
Lady Bird,23,38,0,48,66700,23,0,5.17
Gorgeous,8,74,0,100,145443567,15,0,3.49
Highway Tune,5,69,0,63,2763868,8,0,3.01
I Did Something Bad,3,73,0,100,145443567,15,0,3.97
King Of My Heart,10,73,0,100,145396321,15,0,3.57
Dancing With Our Hands Tied,11,72,0,100,145396321,15,0,3.52
Delicate,5,81,0,100,145396321,15,0,3.87
Don’t Blame Me,4,82,0,100,145443567,15,0,3.94
Dress,12,83,0,100,145443567,15,0,3.83
End Game,2,73,0,100,145396321,15,0,4.08
Getaway Car,9,80,0,100,145443567,15,0,3.89
So It Goes...,7,67,0,100,145489371,15,0,3.79
Look What You Made Me Do,6,78,0,100,145443567,15,0,3.53
My Immortal,14,39,0,75,6165678,16,0,4.41
New Year’s Day,15,69,0,100,145396321,15,0,3.92
...Ready For It?,1,79,0,100,145443567,15,0,3.46
Bloom Later,6,50,0,43,301532,11,0,2.67
Call It What You Want,14,77,0,100,145542136,15,0,3.39
This Is Why We Can't Have Nice Things,13,67,0,100,145489371,15,0,3.45
Teardrops On My Guitar - Radio Single Remix,6,29,0,100,145443567,46,0,3.41
The Best Day,3,27,0,100,145396321,46,0,4.1
The Lucky One,31,25,0,100,145396321,46,0,4.0
The Story Of Us,38,29,0,100,145443567,46,0,4.46
This Love,30,26,0,100,145443567,46,0,4.16
Tied Together with a Smile,37,24,0,100,145443567,46,0,4.18
Treacherous,20,24,0,100,145396321,46,0,4.04
Welcome To New York,22,30,0,100,145443567,46,0,3.54
Red,4,32,0,100,145396321,46,0,3.71
So It Goes...,13,54,0,100,145396321,46,0,3.79
Sparks Fly,16,30,0,100,145396321,46,0,4.38
Speak Now,41,26,0,100,145489371,46,0,4.05
Starlight,45,25,0,100,145443567,46,0,3.67
State Of Grace,17,26,0,100,145443567,46,0,4.92
Haunted,18,29,0,100,145396321,46,0,4.09
Hey Stephen,40,24,0,100,145489371,46,0,4.26
Holy Ground,5,28,0,100,145489371,46,0,3.38
How You Get The Girl,12,30,0,100,145489371,46,0,4.12
I Don’t Wanna Live Forever (Fifty Shades Darker),10,81,0,77,24111322,46,0,4.11
I Knew You Were Trouble.,9,36,0,100,145396321,46,0,3.66
I Know Places,46,26,0,100,145396321,46,0,3.26
I'm Only Me When I'm With You,44,26,0,100,145443567,46,0,3.59
Invisible,32,24,0,100,145489371,46,0,3.43
Jump Then Fall,35,24,0,100,145443567,46,0,3.96
Come Back...Be Here,28,28,0,100,145443567,46,0,3.73
Enchanted,24,41,0,100,145396321,46,0,5.88
Fearless,23,28,0,100,145443567,46,0,4.04
Fifteen,14,27,0,100,145489371,46,0,4.92
Forever & Always,39,24,0,100,145489371,46,0,3.77
22,8,33,0,100,145443567,46,0,3.86
A Place in this World,29,24,0,100,145489371,46,0,3.36
All Too Well,1,34,0,100,145489371,46,0,5.48
Babe,21,27,0,54,1993973,46,0,3.58
Begin Again,36,26,0,100,145443567,46,0,3.99
Better Man,34,28,0,60,2881528,46,0,4.39
Breathe,33,28,0,100,145489371,46,0,4.41
Change,25,24,0,100,145443567,46,0,4.68
White Horse,43,26,0,100,145443567,46,0,3.92
Wildest Dreams,2,39,0,100,145396321,46,0,3.67
Wonderland,42,28,0,100,145489371,46,0,4.09
Mean,11,31,0,100,145396321,46,0,3.97
Mine,15,36,0,100,145396321,46,0,3.86
Never Grow Up,19,29,0,100,145443567,46,0,4.88
Our Song,7,32,0,100,145396321,46,0,3.39
Ours,26,28,0,100,145396321,46,0,3.98
Out Of The Woods,27,32,0,100,145443567,46,0,3.93
Hand of Fate II (The Beginning),1,36,0,39,9735,34,0,3.38
Justice,21,36,0,55,97039,24,0,9.49
Mystery of Love,13,66,0,70,2360290,17,1,4.14
Too Good At Goodbyes,1,0,0,81,26272346,14,0,3.35
Someone To You,1,67,0,62,732382,5,2,3.66
Shukumei,14,40,0,58,111922,36,0,2.86
Gray's Theme,12,30,0,58,111922,36,0,2.18
Introduction,3,40,0,46,51692,56,0,3.52
Kokyou,19,31,0,58,111969,36,0,1.63
Lucy Ganbaru,11,26,0,58,112003,36,0,1.75
Lucy's Theme,20,26,0,58,111969,36,0,1.49
Mahou Hatsudou,3,37,0,58,111969,36,0,1.79
Natsu's Theme,13,43,0,58,112003,36,0,1.92
Nigiyaka na Machi,8,30,0,58,111969,36,0,1.42
Dragon Slayer,4,42,0,58,111922,36,0,1.98
Erza's Theme,2,42,0,58,111922,36,0,2.9
Fairy Law,17,31,0,58,112003,36,0,2.0
FAIRY TAIL Main Theme,1,52,0,58,112003,36,0,2.53
Crying (feat. Lil Peep),1,55,1,49,287277,1,2,2.42
Questions,4,64,0,87,28305692,45,0,2.15
Ric Flair Drip (with Metro Boomin),3,81,1,77,5610584,10,0,2.88
Ghostface Killers (feat. Travis Scott),1,66,1,84,23806936,10,0,4.48
Hammock Therapy,9,39,0,42,315612,9,0,2.26
Sing To Me,10,24,0,60,1163792,11,0,3.23
Assassin's Creed Origins Main Theme,1,47,0,47,52474,27,0,3.26
Body,1,75,0,63,691772,1,2,2.72
Wolves,1,76,0,81,53260584,1,2,3.29
Good Looking,1,0,0,68,1394134,1,2,3.58
Horns,1,60,0,48,178158,7,0,3.62
This Town,2,77,0,70,10238134,13,0,3.88
Thor: Ragnarok,3,41,0,46,41178,23,0,1.15
Too Much To Ask,5,64,1,70,10237757,13,0,3.71
Apartment,1,49,1,38,27646,1,2,3.7
Cadence of My Heart,7,0,0,34,70341,10,0,2.83
Slow Hands,4,71,0,70,10238134,13,0,3.13
Snake Pit Poetry,1,48,0,42,99058,2,2,7.13
Snake Pit Poetry - Skaldic Mode,2,39,0,42,99070,2,2,3.05
Nights In White Satin,4,0,0,34,70356,10,0,4.62
I Get the Bag (feat. Migos),3,70,1,76,5987438,17,0,3.88
What About Us,4,78,0,78,18208465,13,0,4.49
What's Mine Is Yours,13,51,0,71,5778418,15,0,3.6
Let You Down,6,77,0,76,11162039,16,0,3.53
Gilded Lily,11,0,0,66,1254937,11,0,3.54
Gucci Gang,2,59,1,61,7569701,15,0,2.06
Heaven,15,68,0,71,5778418,15,0,2.99
Heavy,5,22,0,48,185071,5,2,3.23
KILL4ME,5,58,1,71,4968982,10,0,3.98
Saturnalia,6,39,0,71,4969994,10,0,7.98
September Song,2,66,0,63,942544,20,0,3.67
Okay,11,67,1,79,10468606,14,0,3.53
Swim,6,84,1,79,10462018,14,0,3.81
Into It,1,80,1,79,10472219,14,0,3.27
Consume (feat. Goon Des Garcons),5,77,0,79,10465301,14,0,4.46
Don’t Delete The Kisses,4,68,0,65,858427,12,0,4.58
Dusk Till Dawn (feat. Sia) - Brooks Remix,1,45,0,77,24111322,3,2,3.37
Malibu,2,70,0,81,26561582,11,0,3.86
Younger Now,1,48,0,81,26561582,11,0,4.14
Sorry Not Sorry,1,71,1,77,27288825,12,0,3.39
Sorry Not Sorry,1,2,1,78,27289223,15,0,3.39
Mi Gente (feat. Beyoncé),1,53,0,86,39108338,1,2,3.49
Bank Account,1,3,1,84,23799771,14,0,3.67
Again (feat. XXXTENTACION),1,84,0,72,2069532,1,2,3.23
Funeral,3,70,0,76,3006253,11,0,3.87
Glorious (feat. Skylar Grey),2,75,1,74,2829534,16,0,3.67
GUY.exe,12,67,0,49,195254,16,0,3.71
Princesses Don't Cry,1,61,1,47,99069,1,2,3.53
rockstar,1,3,1,86,47722935,1,2,3.63
No Money,12,68,0,68,3469806,12,0,3.18
"Let Me Go (with Alesso, Florida Georgia Line & watt)",1,70,0,66,8862787,1,2,2.91
Lovers,3,76,0,61,286274,10,0,3.59
Too Good At Goodbyes,1,0,0,81,26278854,1,2,3.35
Dusk Till Dawn (feat. Sia) - Radio Edit,1,70,0,77,24105967,1,2,3.98
Last Rite,2,0,0,57,45813,44,1,1.85
Fall In Love - Until The Ribbon Breaks Reimagination,1,53,0,69,967413,1,2,4.23
Black Out Days - Future Islands Remix,1,69,0,69,967069,1,2,4.13
Rain,2,56,1,74,8809453,14,0,3.48
Play with Fire (feat. Yacht Money),2,0,0,63,284520,7,0,3.01
Revenge,5,81,1,83,51727329,11,0,2.0
Fuck Love,8,82,1,83,51710210,11,0,2.44
Get You (feat. Kali Uchis),1,13,0,85,11125697,10,0,4.63
XO Tour Llif3,16,80,1,82,19260805,16,0,3.04
Truth,22,51,0,65,718254,24,0,3.52
Nola 1,10,0,0,58,719809,10,0,3.64
Plain Jane,8,68,1,68,4287336,14,0,2.89
Roll in Peace (feat. XXXTENTACION),3,71,1,79,12471348,19,0,3.55
Run Free,1,59,0,57,120185,1,2,2.84
Achilles Come Down,8,65,1,53,418614,16,0,7.03
In Luv With U,1,48,0,33,25563,1,2,4.55
Friends (with BloodPop®),1,69,0,91,85022258,1,2,3.15
Save That Shit,2,1,1,82,15695162,7,0,3.85
Falling for U,1,66,0,48,236788,1,2,2.06
Meant to Be (feat. Florida Georgia Line),6,70,0,76,9838934,6,2,2.73
Silence,1,78,0,80,34479374,1,2,3.01
Without You (feat. Sandro Cavazza),4,71,1,79,23434221,6,2,3.02
Lonely Together (feat. Rita Ora),2,46,0,79,23434221,6,2,3.03
Havana (feat. Young Thug),1,3,0,78,35576126,1,2,3.61
The Dragonborn Comes - Extended Version,8,42,0,47,111168,8,0,3.03
More Than You Know,1,78,0,63,2534676,15,0,3.38
Caroline,3,68,1,64,2022794,15,0,3.49
I Put a Spell on You,1,45,0,60,4754990,1,2,3.67
Issues,1,73,0,69,5292781,7,0,2.93
It's A Trip!,3,57,0,53,321085,11,0,3.05
Groupie Love (feat. A$AP Rocky),7,62,1,88,51821190,16,0,4.4
Heroin,14,59,1,88,51798111,16,0,5.91
In My Feelings,8,66,1,88,51798111,16,0,3.97
Love,1,67,0,88,51847587,16,0,4.54
Lust For Life (with The Weeknd),2,71,0,88,51773650,16,0,4.4
Supermarine,4,0,0,77,4779199,11,1,8.05
13 Beaches,3,60,0,88,51821190,16,0,4.92
Back to You (feat. Bebe Rexha & Digital Farm Animals),1,63,1,64,7077085,1,2,3.17
Beautiful People Beautiful Problems (feat. Stevie Nicks),12,59,0,88,51821190,16,0,4.22
Cherry,4,72,1,88,51773650,16,0,3.01
White Mustang,5,76,0,88,51773650,16,0,2.74
See You Again (feat. Kali Uchis),4,88,1,86,24420596,14,0,3.0
Love$ick (feat. A$AP Rocky),3,71,1,58,701462,13,0,3.2
Unforgettable,2,85,1,73,5838449,18,0,3.89
All Night,2,66,0,62,5913008,10,0,3.29
Fetish (feat. Gucci Mane),1,75,0,81,53263844,1,2,3.1
"Theme (from Spider Man"") [Original Television Series]""",1,48,0,63,430168,22,0,0.66
Weak,3,59,0,70,3667184,13,0,3.35
Prologue (Early Style Sketch) - Part 1 - Motherland,25,26,0,39,9582,80,0,1.5
Rollin (feat. Future & Khalid),4,62,1,84,23078238,10,0,4.54
Slide (feat. Frank Ocean & Migos),1,75,1,84,23079295,10,0,3.84
Crash Bandicoot Main Theme,1,0,0,34,13714,47,0,0.81
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",8,77,1,84,23078931,10,0,3.72
"Married Life (From Up"")""",1,32,0,17,2206,1,2,1.16
Mask Off,7,80,1,88,22675640,20,0,3.41
Mask Off (feat. Kendrick Lamar) - Remix,19,61,1,88,22675640,20,0,4.3
Thunder,10,84,0,85,58364373,12,0,3.11
Believer,3,4,0,85,58375520,11,0,3.4
Infinity,12,78,0,64,1041835,12,0,3.96
Don't You Know,3,48,0,64,1041835,12,0,4.13
Easy - Music From The Motion Picture Baby Driver,27,40,0,54,640544,30,1,4.45
Whatever It Takes,3,82,0,85,58375520,12,0,3.35
When Something Is Wrong With My Baby,19,0,0,55,369856,30,1,3.23
Wild Thoughts (feat. Rihanna & Bryson Tiller),4,67,1,73,12341870,23,0,3.41
Numb,1,41,1,40,148074,1,2,3.78
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",5,63,1,73,12341870,23,0,4.81
Dark Horizon,1,36,0,36,33709,1,2,4.06
Feel It Still,4,83,0,69,1525079,10,0,2.72
4 AM,4,58,1,74,8305217,16,0,4.25
Supercut,9,78,0,80,10539134,11,0,4.62
Theme for Rohan,15,35,0,34,4430,26,0,3.45
Green Light,1,75,0,80,10541250,11,0,3.91
Liability,5,70,0,80,10539134,11,0,2.86
Like Lovers Do,11,45,0,48,1060491,12,0,3.1
No Fear,1,66,0,63,2048212,1,2,2.83
Relationship (feat. Future),6,67,1,84,12418681,14,0,3.58
Rivendell,18,28,0,34,4430,26,0,2.06
